palavras,forca,rank
jazem,0.3197009,1039
vesgo,0.3195888,1040
zango,0.3194393,1041
crive,0.3194393,1041
frito,0.3193645,1042
dotem,0.3193271,1043
lidos,0.3192897,1044
surge,0.3192897,1044
moveu,0.3192523,1045
ouvem,0.3192523,1045
tribo,0.3190654,1046
brito,0.3190654,1046
bufar,0.319028,1047
ganhe,0.3189907,1048
venha,0.3189533,1049
cifro,0.3188785,1050
furos,0.3186916,1051
cobri,0.3185794,1052
rindo,0.3184299,1053
jazeu,0.3183551,1054
banho,0.3180935,1055
dueto,0.3179813,1056
grilo,0.3178692,1057
livro,0.3178318,1058
frite,0.317757,1059
lides,0.3176822,1060
educo,0.3174953,1061
foges,0.3174206,1062
judia,0.3173458,1063
cifre,0.317271,1064
duzia,0.3172336,1065
optem,0.3171589,1066
tempo,0.3171589,1066
topem,0.3171589,1066
polis,0.3171215,1067
fugas,0.3170841,1068
fures,0.3170841,1068
rufes,0.3170841,1068
visto,0.3170841,1068
banjo,0.3170467,1069
rendi,0.3168224,1070
digna,0.3168224,1070
muito,0.316785,1071
vinda,0.316785,1071
herdo,0.3166729,1072
tinha,0.316486,1073
banhe,0.316486,1073
grile,0.3162617,1074
livre,0.3162243,1075
sonhe,0.3161495,1076
oxide,0.3160748,1077
deixo,0.3160748,1077
china,0.316,1078
incha,0.316,1078
unhas,0.3158131,1079
flori,0.3156636,1080
molde,0.3156262,1081
cento,0.3155888,1082
conte,0.3155888,1082
viste,0.3154766,1083
vesti,0.3154766,1083
tinja,0.3154393,1084
benza,0.3153271,1085
pecou,0.3153271,1085
ocupe,0.3153271,1085
quina,0.3151028,1086
nozes,0.3149907,1087
cinja,0.3149533,1088
cinza,0.3148411,1089
tumor,0.314729,1090
ciume,0.3146916,1091
zunas,0.3146542,1092
pinga,0.3146542,1092
finda,0.3146168,1093
bufas,0.3145794,1094
fisco,0.3144299,1095
duelo,0.3142804,1096
bicos,0.3141308,1097
rifle,0.3140561,1098
expio,0.3139065,1099
puxai,0.3135701,1100
nexos,0.3134953,1101
votem,0.3134206,1102
silvo,0.3133832,1103
prezo,0.3133458,1104
fites,0.3133084,1105
pluma,0.3131215,1106
pulam,0.3131215,1106
limou,0.3130841,1107
linha,0.312785,1108
curem,0.3126355,1109
tonel,0.3123738,1110
lento,0.3123738,1110
gueto,0.3121121,1111
pelou,0.3121121,1111
vetou,0.3120748,1112
clone,0.3118879,1113
lenco,0.3118879,1113
expor,0.3118505,1114
pinos,0.3118131,1115
silve,0.3117757,1116
gozei,0.3117009,1117
cegou,0.3116262,1118
couve,0.3115888,1119
puxar,0.311514,1120
jurei,0.3114766,1121
daqui,0.3111776,1122
obtem,0.3109533,1123
tombe,0.3109533,1123
botem,0.3109533,1123
vinga,0.3109159,1124
judas,0.3108411,1125
perdi,0.310729,1126
pedir,0.310729,1126
tumba,0.3106168,1127
fucam,0.3104299,1128
penis,0.3102056,1129
picha,0.3099065,1130
musco,0.3097944,1131
mucos,0.3097944,1131
jorge,0.309757,1132
movel,0.3097196,1133
files,0.3096075,1134
algum,0.3094206,1135
beijo,0.3093084,1136
fujia,0.309271,1137
caput,0.3091589,1138
citou,0.3091215,1139
coube,0.3091215,1139
quipa,0.3090093,1140
fixam,0.3090093,1140
cetim,0.3088598,1141
citem,0.3088598,1141
vidro,0.3085981,1142
legou,0.3084112,1143
gelou,0.3084112,1143
mixos,0.3083738,1144
levou,0.3083738,1144
velou,0.3083738,1144
mijes,0.3083738,1144
louve,0.3083738,1144
cumes,0.3081869,1145
signo,0.3081121,1146
dispo,0.3078879,1147
punam,0.3078131,1148
unimo,0.3077757,1149
minou,0.3077757,1149
ruins,0.3077757,1149
exibo,0.3077009,1150
forje,0.3075514,1151
feroz,0.3074393,1152
expos,0.3074019,1153
bolem,0.3072523,1154
bemol,0.3072523,1154
brejo,0.3072523,1154
fluam,0.307215,1155
puxas,0.3070654,1156
turco,0.3070654,1156
curto,0.3070654,1156
truco,0.3070654,1156
sujei,0.307028,1157
vidre,0.3069907,1158
album,0.3069159,1159
bulam,0.3069159,1159
penou,0.3068037,1160
pilha,0.3066916,1161
juros,0.3065794,1162
surjo,0.3065794,1162
inves,0.3064673,1163
provi,0.3064299,1164
privo,0.3064299,1164
plote,0.3062804,1165
pedis,0.3062804,1165
despi,0.3062804,1165
imune,0.3061682,1166
finos,0.3059065,1167
culpa,0.3054579,1168
curte,0.3054579,1168
bruxa,0.3053084,1169
gozes,0.3051963,1170
vozes,0.3051589,1171
jures,0.304972,1172
gripe,0.3048598,1173
prive,0.3048224,1174
previ,0.3048224,1174
monge,0.3044486,1175
lutei,0.3042991,1176
dopem,0.3042243,1177
podem,0.3042243,1177
ficha,0.304,1178
miudo,0.3038505,1179
urdis,0.3038505,1179
umido,0.3038505,1179
liceu,0.3038131,1180
bicha,0.3037009,1181
lucro,0.3033645,1182
exumo,0.3033645,1182
tendo,0.3031402,1183
negou,0.3031028,1184
nevou,0.3030654,1185
fujas,0.3027664,1186
vigor,0.302729,1187
conde,0.3026542,1188
custo,0.3026168,1189
volte,0.3025421,1190
jubas,0.3024673,1191
mudei,0.302243,1192
mediu,0.302243,1192
pivos,0.3019813,1193
minto,0.3019439,1194
durmo,0.3017944,1195
lucre,0.301757,1196
cruel,0.301757,1196
chies,0.301757,1196
supri,0.3016822,1197
pinha,0.3013832,1198
xisto,0.3011963,1199
custe,0.3010093,1200
ponte,0.300972,1201
esqui,0.3008598,1202
filha,0.300785,1203
bueno,0.3005981,1204
intuo,0.3005981,1204
grifo,0.3005607,1205
habil,0.300486,1206
menti,0.3003364,1207
tinem,0.3003364,1207
brigo,0.3002617,1208
vibro,0.3002243,1209
durem,0.3001869,1210
urdem,0.3001869,1210
unico,0.3001121,1211
munes,0.2996636,1212
menus,0.2996636,1212
prumo,0.2996262,1213
bispo,0.299514,1214
lendo,0.2994393,1215
lotus,0.2994019,1216
bucal,0.2992523,1217
vedou,0.2991402,1218
untei,0.2989907,1219
frige,0.2989533,1220
grife,0.2989533,1220
sulco,0.2989159,1221
fervi,0.2989159,1221
vibre,0.2986168,1222
cozem,0.2985421,1223
nutro,0.2985421,1223
turno,0.2985421,1223
ilhes,0.2985421,1223
pifes,0.2982056,1224
urgis,0.2979813,1225
rugis,0.2979813,1225
surgi,0.2979813,1225
guris,0.2979813,1225
virus,0.2979439,1226
lutes,0.2977944,1227
vinha,0.2976449,1228
mudos,0.2973458,1229
pleno,0.297271,1230
vento,0.2972336,1231
cozeu,0.2971963,1232
juiza,0.2970467,1233
pegou,0.2970093,1234
feudo,0.296972,1235
nutre,0.2969346,1236
turne,0.2969346,1236
venco,0.2967477,1237
ditou,0.2966729,1238
jinga,0.2966355,1239
olhem,0.296486,1240
molhe,0.296486,1240
ditem,0.2964112,1241
guiem,0.2963738,1242
uivem,0.2963364,1243
cuido,0.2961869,1244
figos,0.2961121,1245
fisgo,0.2961121,1245
silex,0.2958879,1246
exijo,0.2958879,1246
lixes,0.2958879,1246
fruis,0.2957757,1247
mudes,0.2957383,1248
subir,0.2954766,1249
rubis,0.2954766,1249
fonte,0.2950654,1250
xinga,0.295028,1251
luzam,0.2949907,1252
hinos,0.2948411,1253
bento,0.2947664,1254
cuide,0.2945794,1255
finja,0.2944299,1256
cinto,0.2942804,1257
fumei,0.2941682,1258
picou,0.2940187,1259
zelou,0.2939813,1260
forum,0.2937196,1261
longe,0.2935701,1262
dupla,0.2930093,1263
lidou,0.292972,1264
diluo,0.292972,1264
iludo,0.292972,1264
lidem,0.2927103,1265
dizer,0.2925981,1266
untes,0.292486,1267
fogem,0.2924486,1268
chuta,0.2921869,1269
limpo,0.2921495,1270
femur,0.2921121,1271
fruem,0.2921121,1271
rufem,0.2921121,1271
furem,0.2921121,1271
toque,0.2916262,1272
musgo,0.2914766,1273
ilude,0.2913645,1274
poliu,0.2908037,1275
limpe,0.2905421,1276
ziper,0.2904299,1277
nulos,0.2903925,1278
dutos,0.2901682,1279
gumes,0.2898692,1280
zunam,0.2896822,1281
bufam,0.2896075,1282
hotel,0.2893084,1283
tolhe,0.2893084,1283
pulei,0.2891963,1284
lince,0.288972,1285
colhe,0.2888224,1286
turvo,0.2887103,1287
fitou,0.2885981,1288
fitem,0.2883364,1289
curvo,0.2882243,1290
dizes,0.2881495,1291
ficou,0.2881121,1292
ponde,0.2880374,1293
pendo,0.2880374,1293
putos,0.288,1294
loque,0.2879252,1295
bicou,0.2878131,1296
fumes,0.2876636,1297
unido,0.2876636,1297
cuspo,0.287514,1298
golpe,0.2874766,1299
pulga,0.2871402,1300
pluga,0.2871402,1300
turve,0.2871028,1301
ligou,0.2871028,1301
dubla,0.2868037,1302
curve,0.2866168,1303
fruto,0.2865421,1304
furto,0.2865421,1304
fucei,0.2865047,1305
bruto,0.286243,1306
turbo,0.286243,1306
frijo,0.286243,1306
filmo,0.286243,1306
limbo,0.2859439,1307
cubro,0.285757,1308
ligue,0.2854953,1309
furte,0.2849346,1310
filou,0.2848972,1311
filem,0.2846355,1312
turbe,0.2846355,1312
filme,0.2846355,1312
fizer,0.2845234,1313
refiz,0.2845234,1313
pulos,0.2842991,1314
vendo,0.2842991,1314
pulso,0.2842991,1314
curti,0.2841495,1315
dunga,0.284,1316
tenho,0.284,1316
mijou,0.2836636,1317
encho,0.283514,1318
cunha,0.2831776,1319
munir,0.2828037,1320
pulse,0.2826916,1321
pules,0.2826916,1321
humor,0.2826542,1322
junta,0.2826168,1323
burlo,0.2825421,1324
rublo,0.2825421,1324
fendo,0.2821308,1325
puxam,0.2820935,1326
bonde,0.2818318,1327
busto,0.2817944,1328
tubos,0.2817944,1328
funda,0.2817944,1328
fusco,0.2816075,1329
bunda,0.2814953,1330
cindo,0.2813458,1331
busco,0.2813084,1332
cubos,0.2813084,1332
burle,0.2809346,1333
brins,0.2806355,1334
lenho,0.2802991,1335
jovem,0.2802991,1335
tendi,0.2802243,1336
gozem,0.2802243,1336
fixos,0.2801869,1337
jurem,0.28,1338
fuces,0.28,1338
houve,0.28,1338
pediu,0.2799626,1339
cinde,0.2797383,1340
cutis,0.2797009,1341
pinto,0.2796636,1342
pudor,0.279514,1343
enfim,0.2793271,1344
ducha,0.2792523,1345
pinco,0.2791776,1346
blefo,0.2790654,1347
jogue,0.2789907,1348
quedo,0.2786916,1349
fixes,0.2785794,1350
munis,0.2783551,1351
lindo,0.2781308,1352
pinte,0.2780561,1353
puder,0.2779065,1354
fujam,0.2777944,1355
zombe,0.2777196,1356
pince,0.2775701,1357
zumba,0.2773832,1358
pneus,0.2773832,1358
punes,0.2773832,1358
vexou,0.2773458,1359
chupa,0.2770841,1360
chiou,0.2770467,1361
chiem,0.276785,1362
bules,0.276486,1363
sutil,0.276486,1363
mixto,0.2762243,1364
funga,0.2759252,1365
capuz,0.2759252,1365
grudo,0.2758131,1366
coxim,0.2757383,1367
nutri,0.2756262,1368
sujem,0.2755514,1369
vinco,0.2754393,1370
dubio,0.2753645,1371
milho,0.2751776,1372
multo,0.2744299,1373
tinge,0.2743551,1374
vinte,0.2743178,1375
grude,0.2742056,1376
cinge,0.2738692,1377
cruzo,0.2738318,1378
venci,0.2738318,1378
ilhou,0.2738318,1378
finto,0.273757,1379
chego,0.2737196,1380
unges,0.2736822,1381
chove,0.2736822,1381
grupo,0.2736449,1382
purgo,0.2736449,1382
ilhem,0.2735701,1383
pifou,0.2734953,1384
depus,0.2734579,1385
chuva,0.2733458,1386
finco,0.273271,1387
pifem,0.2732336,1388
mugir,0.2730093,1389
lutem,0.2728224,1390
multe,0.2728224,1390
bonus,0.272785,1391
xucro,0.2723364,1392
impus,0.2722617,1393
cruze,0.2722243,1394
finte,0.2721495,1395
fecho,0.271514,1396
lixou,0.2711776,1397
xelim,0.2709159,1398
lixem,0.2709159,1398
bucha,0.2708785,1399
foque,0.2706168,1400
nivel,0.2706168,1400
velho,0.2704673,1401
quito,0.2703178,1402
inflo,0.2700561,1403
justo,0.2699813,1404
cujos,0.2694953,1405
veloz,0.2693084,1406
julga,0.2691215,1407
quite,0.2687103,1408
punha,0.2685607,1409
mugis,0.2685607,1409
infle,0.2684486,1410
himen,0.2682617,1411
tolhi,0.268,1412
untem,0.267514,1413
colhi,0.267514,1413
burgo,0.2674393,1414
culto,0.2667664,1415
quilo,0.2666168,1416
bufei,0.2656822,1417
venho,0.2651589,1418
pendi,0.2651215,1419
tupis,0.2650841,1420
luxos,0.2646729,1421
cuspi,0.2645981,1422
luzes,0.2645607,1423
debil,0.2642243,1424
judio,0.2635514,1425
dizem,0.2631776,1426
digno,0.263028,1427
vindo,0.2629907,1428
cupom,0.2625421,1429
incho,0.2622056,1430
nicho,0.2622056,1430
hunos,0.2620187,1431
judie,0.2619439,1432
tinjo,0.2616449,1433
benzo,0.2615327,1434
digne,0.2614206,1435
vendi,0.2613832,1436
vinde,0.2613832,1436
cinjo,0.2611589,1437
zinco,0.2610467,1438
pingo,0.2608598,1439
findo,0.2608224,1440
enchi,0.2605981,1441
inche,0.2605981,1441
punir,0.2605234,1442
fluir,0.2599252,1443
reduz,0.2597757,1444
bulir,0.2596262,1445
zunes,0.2592523,1446
finde,0.259215,1447
fendi,0.259215,1447
bufes,0.2591776,1448
linho,0.2589907,1449
puxei,0.2581682,1450
pulem,0.2577196,1451
guizo,0.2575701,1452
vingo,0.2571215,1453
ungir,0.2568224,1454
tunel,0.2566355,1455
mundo,0.2561869,1456
picho,0.2561121,1457
punis,0.2560748,1458
dique,0.2557757,1459
fluis,0.2554766,1460
seduz,0.2553271,1461
bulis,0.2551776,1462
buzio,0.2550654,1463
clips,0.2550654,1463
fucem,0.255028,1464
bingo,0.2546542,1465
piche,0.2545047,1466
fixou,0.2538692,1467
petiz,0.2538318,1468
fixem,0.2536075,1469
pique,0.2536075,1469
finge,0.2533458,1470
pilho,0.2528972,1471
punem,0.2524112,1472
ungis,0.2523738,1473
chovi,0.2523738,1473
fluem,0.2518131,1474
fugaz,0.2517009,1475
expus,0.2516636,1476
puxes,0.2516636,1476
culpo,0.2516636,1476
multi,0.251514,1477
bruxo,0.251514,1477
pilhe,0.2512897,1478
ficho,0.2502056,1479
funis,0.2501682,1480
culpe,0.2500561,1481
bicho,0.2499065,1482
ungem,0.2487103,1483
nuvem,0.2486729,1484
pixel,0.2486355,1485
fiche,0.2485981,1486
vulto,0.2484112,1487
luzir,0.2477009,1488
fique,0.2477009,1488
pinho,0.2475888,1489
bique,0.2474019,1490
fujes,0.2473645,1491
buxos,0.2470654,1492
filho,0.2469907,1493
fugir,0.2448224,1494
feliz,0.2442243,1495
clube,0.2438505,1496
vinho,0.2438505,1496
pubis,0.2437757,1497
luzis,0.2432523,1498
juizo,0.2432523,1498
felix,0.242729,1499
zunir,0.2423925,1500
xingo,0.2412336,1501
finjo,0.2406355,1502
fugis,0.2403738,1503
hifen,0.2400748,1504
cupim,0.2396262,1505
luzem,0.2395888,1506
duplo,0.239215,1507
benzi,0.2386168,1508
chuto,0.2383925,1509
zunis,0.2379439,1510
chute,0.236785,1511
zunem,0.2342804,1512
bufem,0.2342056,1513
plugo,0.2333458,1514
dublo,0.2330093,1515
duble,0.2314019,1516
fujir,0.2305047,1517
mudez,0.2303551,1518
vulgo,0.2296075,1519
cunho,0.2293832,1520
junto,0.2288224,1521
junco,0.2283364,1522
fundo,0.228,1523
cunhe,0.2277757,1524
bundo,0.2277009,1525
junte,0.227215,1526
pudim,0.2271776,1527
puxem,0.2266916,1528
funde,0.2263925,1529
bunde,0.2260935,1530
fujis,0.2260561,1531
fuzis,0.2259439,1532
fulge,0.2258318,1533
zumbo,0.2235888,1534
futil,0.2233271,1535
chupo,0.2232897,1536
fujem,0.2223925,1537
fungo,0.2221308,1538
zumbe,0.2219813,1539
chupe,0.2216822,1540
bucho,0.2170841,1541
julgo,0.2153271,1542
punho,0.2147664,1543
funil,0.2143178,1544
nudez,0.2141682,1545
fluxo,0.211514,1546
fundi,0.2050841,1547
fulgi,0.2045234,1548
julho,0.2020561,1549
zumbi,0.2006729,1550
junho,0.1967477,1551
hindu,0.1940187,1552
induz,0.1928598,1553
fuzil,0.1900935,1554
